crop,region,month,price_php_per_kg
Cabbage,Luzon-Central,2026-01,39.54
Cabbage,Luzon-South,2026-01,44.18
Cabbage,Visayas,2026-01,42.59
Cabbage,Mindanao,2026-01,33.67
Cabbage,Luzon-North,2026-02,36.89
Cabbage,Luzon-Central,2026-02,34.93
Cabbage,Luzon-South,2026-02,44.44
Cabbage,Visayas,2026-02,40.55
Cabbage,Mindanao,2026-02,38.71
Cabbage,Luzon-North,2026-03,39.22
Cabbage,Luzon-Central,2026-03,39.72
Cabbage,Luzon-South,2026-03,42.02
Cabbage,Visayas,2026-03,40.95
Cabbage,Mindanao,2026-03,35.09
Cabbage,Luzon-North,2026-04,37.97
Cabbage,Luzon-Central,2026-04,36.61
Cabbage,Luzon-South,2026-04,38.64
Cabbage,Visayas,2026-04,40.76
Cabbage,Mindanao,2026-04,37.99
Carrot,Luzon-North,2022-01,81.03
Carrot,Luzon-Central,2022-01,73.32
Carrot,Luzon-South,2022-01,84.79
Carrot,Visayas,2022-01,90.03
Carrot,Mindanao,2022-01,74.19
Carrot,Luzon-North,2022-02,82.89
Carrot,Luzon-Central,2022-02,70.52
Carrot,Luzon-South,2022-02,88.44
Carrot,Visayas,2022-02,83.59
Carrot,Mindanao,2022-02,76.53
Carrot,Luzon-North,2022-03,77.95
Carrot,Luzon-Central,2022-03,64.57
Carrot,Luzon-South,2022-03,78.04
Carrot,Visayas,2022-03,84.34
Carrot,Mindanao,2022-03,77.42
Carrot,Luzon-North,2022-04,77.36
Carrot,Luzon-Central,2022-04,74.16
Carrot,Luzon-South,2022-04,74.42
Carrot,Visayas,2022-04,88.26
Carrot,Mindanao,2022-04,77.33
Carrot,Luzon-North,2022-05,77.78
Carrot,Luzon-Central,2022-05,73.74
Carrot,Luzon-South,2022-05,74.95
Carrot,Visayas,2022-05,87.59
Carrot,Mindanao,2022-05,81.99
Carrot,Luzon-North,2022-06,83.54
Carrot,Luzon-Central,2022-06,82.31
Carrot,Luzon-South,2022-06,86.97
Carrot,Visayas,2022-06,82.81
Carrot,Mindanao,2022-06,80.01
Carrot,Luzon-North,2022-07,77.71
Carrot,Luzon-Central,2022-07,78.67
Carrot,Luzon-South,2022-07,88.18
Carrot,Visayas,2022-07,93.4
Carrot,Mindanao,2022-07,78.63
Carrot,Luzon-North,2022-08,88.23
Carrot,Luzon-Central,2022-08,79.93
Carrot,Luzon-South,2022-08,85.02
Carrot,Visayas,2022-08,93.77
Carrot,Mindanao,2022-08,77.64
Carrot,Luzon-North,2022-09,82.17
Carrot,Luzon-Central,2022-09,79.06
Carrot,Luzon-South,2022-09,90.05
Carrot,Visayas,2022-09,86.15
Carrot,Mindanao,2022-09,76.25
Carrot,Luzon-North,2022-10,77.66
Carrot,Luzon-Central,2022-10,81.94
Carrot,Luzon-South,2022-10,90.62
Carrot,Visayas,2022-10,100.51
Carrot,Mindanao,2022-10,72.77
Carrot,Luzon-North,2022-11,76.98
Carrot,Luzon-Central,2022-11,79.99
Carrot,Luzon-South,2022-11,82.76
Carrot,Visayas,2022-11,84.65
Carrot,Mindanao,2022-11,80.44
Carrot,Luzon-North,2022-12,76.62
Carrot,Luzon-Central,2022-12,70.5
Carrot,Luzon-South,2022-12,76.45
Carrot,Visayas,2022-12,85.59
Carrot,Mindanao,2022-12,73.59
Carrot,Luzon-North,2023-01,72.42
Carrot,Luzon-Central,2023-01,70.97
Carrot,Luzon-South,2023-01,83.82
Carrot,Visayas,2023-01,86.4
Carrot,Mindanao,2023-01,69.98
Carrot,Luzon-North,2023-02,79.98
Carrot,Luzon-Central,2023-02,76.59
Carrot,Luzon-South,2023-02,74.18
Carrot,Visayas,2023-02,82.46
Carrot,Mindanao,2023-02,73.63
Carrot,Luzon-North,2023-03,72.92
Carrot,Luzon-Central,2023-03,64.36
Carrot,Luzon-South,2023-03,77.71
Carrot,Visayas,2023-03,84.13
Carrot,Mindanao,2023-03,75.34
Carrot,Luzon-North,2023-04,66.0
Carrot,Luzon-Central,2023-04,80.45
Carrot,Luzon-South,2023-04,73.44
Carrot,Visayas,2023-04,83.88
Carrot,Mindanao,2023-04,73.19
Carrot,Luzon-North,2023-05,79.2
Carrot,Luzon-Central,2023-05,73.01
Carrot,Luzon-South,2023-05,74.66
Carrot,Visayas,2023-05,84.08
Carrot,Mindanao,2023-05,67.69
Carrot,Luzon-North,2023-06,68.49
Carrot,Luzon-Central,2023-06,85.89
Carrot,Luzon-South,2023-06,85.21
Carrot,Visayas,2023-06,92.34
Carrot,Mindanao,2023-06,69.57
Carrot,Luzon-North,2023-07,86.4
Carrot,Luzon-Central,2023-07,83.42
Carrot,Luzon-South,2023-07,91.09
Carrot,Visayas,2023-07,86.84
Carrot,Mindanao,2023-07,70.36
Carrot,Luzon-North,2023-08,83.38
Carrot,Luzon-Central,2023-08,71.87
Carrot,Luzon-South,2023-08,80.81
Carrot,Visayas,2023-08,91.27
Carrot,Mindanao,2023-08,74.36
Carrot,Luzon-North,2023-09,84.74
Carrot,Luzon-Central,2023-09,81.58
Carrot,Luzon-South,2023-09,98.38
Carrot,Visayas,2023-09,98.27
Carrot,Mindanao,2023-09,79.29
Carrot,Luzon-North,2023-10,87.17
Carrot,Luzon-Central,2023-10,75.84
Carrot,Luzon-South,2023-10,84.86
Carrot,Visayas,2023-10,92.82
Carrot,Mindanao,2023-10,71.7
Carrot,Luzon-North,2023-11,76.37
Carrot,Luzon-Central,2023-11,69.44
Carrot,Luzon-South,2023-11,81.8
Carrot,Visayas,2023-11,90.47
Carrot,Mindanao,2023-11,69.32
Carrot,Luzon-North,2023-12,76.61
Carrot,Luzon-Central,2023-12,69.46
Carrot,Luzon-South,2023-12,74.97
Carrot,Visayas,2023-12,76.76
Carrot,Mindanao,2023-12,75.57
Carrot,Luzon-North,2024-01,84.5
Carrot,Luzon-Central,2024-01,74.3
Carrot,Luzon-South,2024-01,76.51
Carrot,Visayas,2024-01,84.49
Carrot,Mindanao,2024-01,69.1
Carrot,Luzon-North,2024-02,78.41
Carrot,Luzon-Central,2024-02,73.42
Carrot,Luzon-South,2024-02,80.26
Carrot,Visayas,2024-02,83.89
Carrot,Mindanao,2024-02,68.08
Carrot,Luzon-North,2024-03,71.48
Carrot,Luzon-Central,2024-03,64.01
Carrot,Luzon-South,2024-03,74.92
Carrot,Visayas,2024-03,73.19
Carrot,Mindanao,2024-03,67.36
Carrot,Luzon-North,2024-04,68.58
Carrot,Luzon-Central,2024-04,69.5
Carrot,Luzon-South,2024-04,77.35
Carrot,Visayas,2024-04,72.27
Carrot,Mindanao,2024-04,64.27
Carrot,Luzon-North,2024-05,69.9
Carrot,Luzon-Central,2024-05,73.06
Carrot,Luzon-South,2024-05,83.6
Carrot,Visayas,2024-05,82.6
Carrot,Mindanao,2024-05,67.03
Carrot,Luzon-North,2024-06,81.75
Carrot,Luzon-Central,2024-06,67.59
Carrot,Luzon-South,2024-06,85.98
Carrot,Visayas,2024-06,79.57
Carrot,Mindanao,2024-06,60.99
Carrot,Luzon-North,2024-07,88.6
Carrot,Luzon-Central,2024-07,81.03
Carrot,Luzon-South,2024-07,77.9
Carrot,Visayas,2024-07,85.2
Carrot,Mindanao,2024-07,71.97
Carrot,Luzon-North,2024-08,82.17
Carrot,Luzon-Central,2024-08,72.66
Carrot,Luzon-South,2024-08,82.92
Carrot,Visayas,2024-08,90.36
Carrot,Mindanao,2024-08,76.88
Carrot,Luzon-North,2024-09,88.02
Carrot,Luzon-Central,2024-09,80.04
Carrot,Luzon-South,2024-09,97.44
Carrot,Visayas,2024-09,86.47
Carrot,Mindanao,2024-09,78.23
Carrot,Luzon-North,2024-10,72.23
Carrot,Luzon-Central,2024-10,71.89
Carrot,Luzon-South,2024-10,89.45
Carrot,Visayas,2024-10,82.21
Carrot,Mindanao,2024-10,76.27
Carrot,Luzon-North,2024-11,75.04
Carrot,Luzon-Central,2024-11,68.48
Carrot,Luzon-South,2024-11,77.65
Carrot,Visayas,2024-11,79.2
Carrot,Mindanao,2024-11,68.29
Carrot,Luzon-North,2024-12,76.39
Carrot,Luzon-Central,2024-12,72.98
Carrot,Luzon-South,2024-12,75.07
Carrot,Visayas,2024-12,75.9
Carrot,Mindanao,2024-12,69.43
Carrot,Luzon-North,2025-01,73.07
Carrot,Luzon-Central,2025-01,74.13
Carrot,Luzon-South,2025-01,87.35
Carrot,Visayas,2025-01,82.66
Carrot,Mindanao,2025-01,68.18
Carrot,Luzon-North,2025-02,72.63
Carrot,Luzon-Central,2025-02,67.32
Carrot,Luzon-South,2025-02,73.44
Carrot,Visayas,2025-02,75.16
Carrot,Mindanao,2025-02,66.79
Carrot,Luzon-North,2025-03,69.4
Carrot,Luzon-Central,2025-03,70.61
Carrot,Luzon-South,2025-03,72.97
Carrot,Visayas,2025-03,75.83
Carrot,Mindanao,2025-03,61.93
Carrot,Luzon-North,2025-04,75.77
Carrot,Luzon-Central,2025-04,68.91
Carrot,Luzon-South,2025-04,80.09
Carrot,Visayas,2025-04,78.62
Carrot,Mindanao,2025-04,69.96
Carrot,Luzon-North,2025-05,70.42
Carrot,Luzon-Central,2025-05,70.9
Carrot,Luzon-South,2025-05,84.99
Carrot,Visayas,2025-05,72.29
Carrot,Mindanao,2025-05,70.21
Carrot,Luzon-North,2025-06,80.32
Carrot,Luzon-Central,2025-06,72.57
Carrot,Luzon-South,2025-06,80.71
Carrot,Visayas,2025-06,85.07
Carrot,Mindanao,2025-06,66.54
Carrot,Luzon-North,2025-07,77.62
Carrot,Luzon-Central,2025-07,69.75
Carrot,Luzon-South,2025-07,77.07
Carrot,Visayas,2025-07,79.52
Carrot,Mindanao,2025-07,70.19
Carrot,Luzon-North,2025-08,80.05
Carrot,Luzon-Central,2025-08,78.05
Carrot,Luzon-South,2025-08,77.38
Carrot,Visayas,2025-08,94.51
Carrot,Mindanao,2025-08,78.27
Carrot,Luzon-North,2025-09,83.71
Carrot,Luzon-Central,2025-09,76.06
Carrot,Luzon-South,2025-09,84.36
Carrot,Visayas,2025-09,89.61
Carrot,Mindanao,2025-09,76.64
Carrot,Luzon-North,2025-10,70.96
Carrot,Luzon-Central,2025-10,77.37
Carrot,Luzon-South,2025-10,93.71
Carrot,Visayas,2025-10,75.92
Carrot,Mindanao,2025-10,75.89
Carrot,Luzon-North,2025-11,74.54
Carrot,Luzon-Central,2025-11,69.83
Carrot,Luzon-South,2025-11,82.22
Carrot,Visayas,2025-11,74.21
Carrot,Mindanao,2025-11,68.6
Carrot,Luzon-North,2025-12,76.92
Carrot,Luzon-Central,2025-12,68.0
Carrot,Luzon-South,2025-12,73.52
Carrot,Visayas,2025-12,77.73
Carrot,Mindanao,2025-12,65.02
Carrot,Luzon-North,2026-01,77.05
Carrot,Luzon-Central,2026-01,65.33
Carrot,Luzon-South,2026-01,78.31
Carrot,Visayas,2026-01,72.13
Carrot,Mindanao,2026-01,68.66
Carrot,Luzon-North,2026-02,70.82
Carrot,Luzon-Central,2026-02,59.28
Carrot,Luzon-South,2026-02,74.74
Carrot,Visayas,2026-02,72.69
Carrot,Mindanao,2026-02,64.71
Carrot,Luzon-North,2026-03,74.37
Carrot,Luzon-Central,2026-03,62.36
Carrot,Luzon-South,2026-03,68.42
Carrot,Visayas,2026-03,79.94
Carrot,Mindanao,2026-03,64.48
Carrot,Luzon-North,2026-04,73.44
Carrot,Luzon-Central,2026-04,66.41
Carrot,Luzon-South,2026-04,68.21
Carrot,Visayas,2026-04,73.24
Carrot,Mindanao,2026-04,67.28
Cucumber,Luzon-North,2022-01,38.0
Cucumber,Luzon-Central,2022-01,36.57
Cucumber,Luzon-South,2022-01,39.67
Cucumber,Visayas,2022-01,39.82
Cucumber,Mindanao,2022-01,38.85
Cucumber,Luzon-North,2022-02,38.26
Cucumber,Luzon-Central,2022-02,34.58
Cucumber,Luzon-South,2022-02,39.17
Cucumber,Visayas,2022-02,42.85
Cucumber,Mindanao,2022-02,36.74
Cucumber,Luzon-North,2022-03,37.05
Cucumber,Luzon-Central,2022-03,34.59
Cucumber,Luzon-South,2022-03,39.23
Cucumber,Visayas,2022-03,36.83
Cucumber,Mindanao,2022-03,32.38
Cucumber,Luzon-North,2022-04,38.69
Cucumber,Luzon-Central,2022-04,34.8
Cucumber,Luzon-South,2022-04,39.78
Cucumber,Visayas,2022-04,42.66
Cucumber,Mindanao,2022-04,35.72
Cucumber,Luzon-North,2022-05,38.22
Cucumber,Luzon-Central,2022-05,40.66
Cucumber,Luzon-South,2022-05,41.46
Cucumber,Visayas,2022-05,40.48
Cucumber,Mindanao,2022-05,36.84
Cucumber,Luzon-North,2022-06,40.83
Cucumber,Luzon-Central,2022-06,36.7
Cucumber,Luzon-South,2022-06,42.15
Cucumber,Visayas,2022-06,42.83
Cucumber,Mindanao,2022-06,33.43
Cucumber,Luzon-North,2022-07,41.06
Cucumber,Luzon-Central,2022-07,39.19
Cucumber,Luzon-South,2022-07,42.52
Cucumber,Visayas,2022-07,40.96
Cucumber,Mindanao,2022-07,37.83
Cucumber,Luzon-North,2022-08,43.59
Cucumber,Luzon-Central,2022-08,42.15
Cucumber,Luzon-South,2022-08,43.19
Cucumber,Visayas,2022-08,48.71
Cucumber,Mindanao,2022-08,38.08
Cucumber,Luzon-North,2022-09,44.25
Cucumber,Luzon-Central,2022-09,45.85
Cucumber,Luzon-South,2022-09,45.33
Cucumber,Visayas,2022-09,47.07
Cucumber,Mindanao,2022-09,43.92
Cucumber,Luzon-North,2022-10,42.58
Cucumber,Luzon-Central,2022-10,41.06
Cucumber,Luzon-South,2022-10,46.12
Cucumber,Visayas,2022-10,49.44
Cucumber,Mindanao,2022-10,35.82
Cucumber,Luzon-North,2022-11,39.53
Cucumber,Luzon-Central,2022-11,37.58
Cucumber,Luzon-South,2022-11,40.93
Cucumber,Visayas,2022-11,42.63
Cucumber,Mindanao,2022-11,36.74
Cucumber,Luzon-North,2022-12,41.36
Cucumber,Luzon-Central,2022-12,37.32
Cucumber,Luzon-South,2022-12,43.03
Cucumber,Visayas,2022-12,44.89
Cucumber,Mindanao,2022-12,36.46
Cucumber,Luzon-North,2023-01,41.26
Cucumber,Luzon-Central,2023-01,42.65
Cucumber,Luzon-South,2023-01,43.75
Cucumber,Visayas,2023-01,42.82
Cucumber,Mindanao,2023-01,37.99
Cucumber,Luzon-North,2023-02,39.32
Cucumber,Luzon-Central,2023-02,40.15
Cucumber,Luzon-South,2023-02,45.23
Cucumber,Visayas,2023-02,42.69
Cucumber,Mindanao,2023-02,37.96
Cucumber,Luzon-North,2023-03,42.54
Cucumber,Luzon-Central,2023-03,37.66
Cucumber,Luzon-South,2023-03,42.67
Cucumber,Visayas,2023-03,41.2
Cucumber,Mindanao,2023-03,35.87
Cucumber,Luzon-North,2023-04,39.04
Cucumber,Luzon-Central,2023-04,42.68
Cucumber,Luzon-South,2023-04,41.24
Cucumber,Visayas,2023-04,42.15
Cucumber,Mindanao,2023-04,36.24
Cucumber,Luzon-North,2023-05,40.84
Cucumber,Luzon-Central,2023-05,40.83
Cucumber,Luzon-South,2023-05,43.65
Cucumber,Visayas,2023-05,49.06
Cucumber,Mindanao,2023-05,38.71
Cucumber,Luzon-North,2023-06,46.26
Cucumber,Luzon-Central,2023-06,41.99
Cucumber,Luzon-South,2023-06,46.67
Cucumber,Visayas,2023-06,43.23
Cucumber,Mindanao,2023-06,39.87
Cucumber,Luzon-North,2023-07,44.53
Cucumber,Luzon-Central,2023-07,42.38
Cucumber,Luzon-South,2023-07,41.87
Cucumber,Visayas,2023-07,50.39
Cucumber,Mindanao,2023-07,40.76
Cucumber,Luzon-North,2023-08,46.09
Cucumber,Luzon-Central,2023-08,44.66
Cucumber,Luzon-South,2023-08,48.91
Cucumber,Visayas,2023-08,51.92
Cucumber,Mindanao,2023-08,41.03
Cucumber,Luzon-North,2023-09,46.04
Cucumber,Luzon-Central,2023-09,47.03
Cucumber,Luzon-South,2023-09,51.07
Cucumber,Visayas,2023-09,51.17
Cucumber,Mindanao,2023-09,43.62
Cucumber,Luzon-North,2023-10,44.9
Cucumber,Luzon-Central,2023-10,44.85
Cucumber,Luzon-South,2023-10,52.1
Cucumber,Visayas,2023-10,47.92
Cucumber,Mindanao,2023-10,46.89
Cucumber,Luzon-North,2023-11,46.41
Cucumber,Luzon-Central,2023-11,41.78
Cucumber,Luzon-South,2023-11,48.59
Cucumber,Visayas,2023-11,44.57
Cucumber,Mindanao,2023-11,37.83
Cucumber,Luzon-North,2023-12,41.1
Cucumber,Luzon-Central,2023-12,41.31
Cucumber,Luzon-South,2023-12,45.38
Cucumber,Visayas,2023-12,46.23
Cucumber,Mindanao,2023-12,41.06
Cucumber,Luzon-North,2024-01,39.5
Cucumber,Luzon-Central,2024-01,43.5
Cucumber,Luzon-South,2024-01,43.13
Cucumber,Visayas,2024-01,46.18
Cucumber,Mindanao,2024-01,40.27
Cucumber,Luzon-North,2024-02,41.93
Cucumber,Luzon-Central,2024-02,39.79
Cucumber,Luzon-South,2024-02,44.38
Cucumber,Visayas,2024-02,48.03
Cucumber,Mindanao,2024-02,42.61
Cucumber,Luzon-North,2024-03,44.65
Cucumber,Luzon-Central,2024-03,39.62
Cucumber,Luzon-South,2024-03,43.79
Cucumber,Visayas,2024-03,44.74
Cucumber,Mindanao,2024-03,41.3
Cucumber,Luzon-North,2024-04,38.85
Cucumber,Luzon-Central,2024-04,44.1
Cucumber,Luzon-South,2024-04,44.32
Cucumber,Visayas,2024-04,44.89
Cucumber,Mindanao,2024-04,40.91
Cucumber,Luzon-North,2024-05,46.73
Cucumber,Luzon-Central,2024-05,43.39
Cucumber,Luzon-South,2024-05,49.11
Cucumber,Visayas,2024-05,48.31
Cucumber,Mindanao,2024-05,43.86
Cucumber,Luzon-North,2024-06,49.44
Cucumber,Luzon-Central,2024-06,44.46
Cucumber,Luzon-South,2024-06,52.39
Cucumber,Visayas,2024-06,50.68
Cucumber,Mindanao,2024-06,43.48
Cucumber,Luzon-North,2024-07,45.99
Cucumber,Luzon-Central,2024-07,45.62
Cucumber,Luzon-South,2024-07,52.59
Cucumber,Visayas,2024-07,48.65
Cucumber,Mindanao,2024-07,46.3
Cucumber,Luzon-North,2024-08,51.72
Cucumber,Luzon-Central,2024-08,49.48
Cucumber,Luzon-South,2024-08,47.49
Cucumber,Visayas,2024-08,54.62
Cucumber,Mindanao,2024-08,48.81
Cucumber,Luzon-North,2024-09,50.11
Cucumber,Luzon-Central,2024-09,50.24
Cucumber,Luzon-South,2024-09,48.2
Cucumber,Visayas,2024-09,58.15
Cucumber,Mindanao,2024-09,46.84
Cucumber,Luzon-North,2024-10,52.75
Cucumber,Luzon-Central,2024-10,44.06
Cucumber,Luzon-South,2024-10,54.91
Cucumber,Visayas,2024-10,53.95
Cucumber,Mindanao,2024-10,48.91
Cucumber,Luzon-North,2024-11,45.82
Cucumber,Luzon-Central,2024-11,44.7
Cucumber,Luzon-South,2024-11,56.11
Cucumber,Visayas,2024-11,49.74
Cucumber,Mindanao,2024-11,43.11
Cucumber,Luzon-North,2024-12,46.74
Cucumber,Luzon-Central,2024-12,43.18
Cucumber,Luzon-South,2024-12,52.73
Cucumber,Visayas,2024-12,55.61
Cucumber,Mindanao,2024-12,42.53
Cucumber,Luzon-North,2025-01,43.59
Cucumber,Luzon-Central,2025-01,48.48
Cucumber,Luzon-South,2025-01,52.87
Cucumber,Visayas,2025-01,53.64
Cucumber,Mindanao,2025-01,46.93
Cucumber,Luzon-North,2025-02,45.93
Cucumber,Luzon-Central,2025-02,45.71
Cucumber,Luzon-South,2025-02,46.93
Cucumber,Visayas,2025-02,48.18
Cucumber,Mindanao,2025-02,46.84
Cucumber,Luzon-North,2025-03,45.27
Cucumber,Luzon-Central,2025-03,50.1
Cucumber,Luzon-South,2025-03,49.37
Cucumber,Visayas,2025-03,48.97
Cucumber,Mindanao,2025-03,45.3
Cucumber,Luzon-North,2025-04,50.86
Cucumber,Luzon-Central,2025-04,45.88
Cucumber,Luzon-South,2025-04,46.01
Cucumber,Visayas,2025-04,51.33
Cucumber,Mindanao,2025-04,46.38
Cucumber,Luzon-North,2025-05,46.75
Cucumber,Luzon-Central,2025-05,44.23
Cucumber,Luzon-South,2025-05,52.89
Cucumber,Visayas,2025-05,52.13
Cucumber,Mindanao,2025-05,42.12
Cucumber,Luzon-North,2025-06,49.26
Cucumber,Luzon-Central,2025-06,46.38
Cucumber,Luzon-South,2025-06,53.5
Cucumber,Visayas,2025-06,54.52
Cucumber,Mindanao,2025-06,49.38
Cucumber,Luzon-North,2025-07,53.85
Cucumber,Luzon-Central,2025-07,46.03
Cucumber,Luzon-South,2025-07,55.72
Cucumber,Visayas,2025-07,58.69
Cucumber,Mindanao,2025-07,49.47
Cucumber,Luzon-North,2025-08,57.66
Cucumber,Luzon-Central,2025-08,51.2
Cucumber,Luzon-South,2025-08,54.84
Cucumber,Visayas,2025-08,61.98
Cucumber,Mindanao,2025-08,48.28
Cucumber,Luzon-North,2025-09,50.13
Cucumber,Luzon-Central,2025-09,56.71
Cucumber,Luzon-South,2025-09,56.87
Cucumber,Visayas,2025-09,59.76
Cucumber,Mindanao,2025-09,48.61
Cucumber,Luzon-North,2025-10,50.91
Cucumber,Luzon-Central,2025-10,49.32
Cucumber,Luzon-South,2025-10,56.22
Cucumber,Visayas,2025-10,59.98
Cucumber,Mindanao,2025-10,44.88
Cucumber,Luzon-North,2025-11,53.78
Cucumber,Luzon-Central,2025-11,46.82
Cucumber,Luzon-South,2025-11,51.52
Cucumber,Visayas,2025-11,57.87
Cucumber,Mindanao,2025-11,48.02
Cucumber,Luzon-North,2025-12,47.2
Cucumber,Luzon-Central,2025-12,53.61
Cucumber,Luzon-South,2025-12,51.38
Cucumber,Visayas,2025-12,55.9
Cucumber,Mindanao,2025-12,48.03
Cucumber,Luzon-North,2026-01,55.09
Cucumber,Luzon-Central,2026-01,48.28
Cucumber,Luzon-South,2026-01,56.76
Cucumber,Visayas,2026-01,53.52
Cucumber,Mindanao,2026-01,50.54
Cucumber,Luzon-North,2026-02,49.82
Cucumber,Luzon-Central,2026-02,48.82
Cucumber,Luzon-South,2026-02,59.54
Cucumber,Visayas,2026-02,56.82
Cucumber,Mindanao,2026-02,48.43
Cucumber,Luzon-North,2026-03,56.2
Cucumber,Luzon-Central,2026-03,49.39
Cucumber,Luzon-South,2026-03,50.89
Cucumber,Visayas,2026-03,56.58
Cucumber,Mindanao,2026-03,44.22
Cucumber,Luzon-North,2026-04,53.17
Cucumber,Luzon-Central,2026-04,51.23
Cucumber,Luzon-South,2026-04,51.34
Cucumber,Visayas,2026-04,52.65
Cucumber,Mindanao,2026-04,47.22
Onion,Luzon-North,2022-01,104.62
Onion,Luzon-Central,2022-01,108.6
Onion,Luzon-South,2022-01,103.71
Onion,Visayas,2022-01,116.23
Onion,Mindanao,2022-01,100.23
Onion,Luzon-North,2022-02,108.86
Onion,Luzon-Central,2022-02,107.58
Onion,Luzon-South,2022-02,108.77
Onion,Visayas,2022-02,122.71
Onion,Mindanao,2022-02,101.72
Onion,Luzon-North,2022-03,103.9
Onion,Luzon-Central,2022-03,96.05
Onion,Luzon-South,2022-03,106.09
Onion,Visayas,2022-03,118.07
Onion,Mindanao,2022-03,95.06
Onion,Luzon-North,2022-04,106.98
Onion,Luzon-Central,2022-04,107.81
Onion,Luzon-South,2022-04,117.75
Onion,Visayas,2022-04,124.16
Onion,Mindanao,2022-04,97.71
Onion,Luzon-North,2022-05,103.29
Onion,Luzon-Central,2022-05,110.2
Onion,Luzon-South,2022-05,116.45
Onion,Visayas,2022-05,124.58
Onion,Mindanao,2022-05,101.63
Onion,Luzon-North,2022-06,120.88
Onion,Luzon-Central,2022-06,114.13
Onion,Luzon-South,2022-06,124.05
Onion,Visayas,2022-06,126.29
Onion,Mindanao,2022-06,108.19
Onion,Luzon-North,2022-07,119.17
Onion,Luzon-Central,2022-07,114.37
Onion,Luzon-South,2022-07,129.81
Onion,Visayas,2022-07,123.97
Onion,Mindanao,2022-07,119.06
Onion,Luzon-North,2022-08,123.17
Onion,Luzon-Central,2022-08,124.73
Onion,Luzon-South,2022-08,129.43
Onion,Visayas,2022-08,132.08
Onion,Mindanao,2022-08,126.86
Onion,Luzon-North,2022-09,124.55
Onion,Luzon-Central,2022-09,113.69
Onion,Luzon-South,2022-09,128.09
Onion,Visayas,2022-09,134.46
Onion,Mindanao,2022-09,130.33
Onion,Luzon-North,2022-10,123.65
Onion,Luzon-Central,2022-10,122.98
Onion,Luzon-South,2022-10,122.07
Onion,Visayas,2022-10,134.51
Onion,Mindanao,2022-10,117.64
Onion,Luzon-North,2022-11,126.43
Onion,Luzon-Central,2022-11,107.46
Onion,Luzon-South,2022-11,125.45
Onion,Visayas,2022-11,127.15
Onion,Mindanao,2022-11,102.35
Onion,Luzon-North,2022-12,113.97
Onion,Luzon-Central,2022-12,108.07
Onion,Luzon-South,2022-12,105.85
Onion,Visayas,2022-12,126.89
Onion,Mindanao,2022-12,108.96
Onion,Luzon-North,2023-01,111.95
Onion,Luzon-Central,2023-01,102.53
Onion,Luzon-South,2023-01,129.08
Onion,Visayas,2023-01,125.26
Onion,Mindanao,2023-01,111.86
Onion,Luzon-North,2023-02,122.95
Onion,Luzon-Central,2023-02,107.38
Onion,Luzon-South,2023-02,125.49
Onion,Visayas,2023-02,122.54
Onion,Mindanao,2023-02,106.48
Onion,Luzon-North,2023-03,111.27
Onion,Luzon-Central,2023-03,107.27
Onion,Luzon-South,2023-03,123.87
Onion,Visayas,2023-03,121.43
Onion,Mindanao,2023-03,103.12
Onion,Luzon-North,2023-04,109.43
Onion,Luzon-Central,2023-04,108.35
Onion,Luzon-South,2023-04,111.3
Onion,Visayas,2023-04,116.83
Onion,Mindanao,2023-04,102.93
Onion,Luzon-North,2023-05,110.43
Onion,Luzon-Central,2023-05,108.46
Onion,Luzon-South,2023-05,115.69
Onion,Visayas,2023-05,135.04
Onion,Mindanao,2023-05,112.72
Onion,Luzon-North,2023-06,121.36
Onion,Luzon-Central,2023-06,113.64
Onion,Luzon-South,2023-06,138.27
Onion,Visayas,2023-06,130.25
Onion,Mindanao,2023-06,109.9
Onion,Luzon-North,2023-07,124.44
Onion,Luzon-Central,2023-07,119.48
Onion,Luzon-South,2023-07,137.78
Onion,Visayas,2023-07,132.26
Onion,Mindanao,2023-07,125.96
Onion,Luzon-North,2023-08,123.17
Onion,Luzon-Central,2023-08,127.99
Onion,Luzon-South,2023-08,128.52
Onion,Visayas,2023-08,151.8
Onion,Mindanao,2023-08,117.85
Onion,Luzon-North,2023-09,131.25
Onion,Luzon-Central,2023-09,132.21
Onion,Luzon-South,2023-09,146.89
Onion,Visayas,2023-09,134.26
Onion,Mindanao,2023-09,120.3
Onion,Luzon-North,2023-10,118.47
Onion,Luzon-Central,2023-10,123.1
Onion,Luzon-South,2023-10,133.04
Onion,Visayas,2023-10,135.14
Onion,Mindanao,2023-10,114.38
Onion,Luzon-North,2023-11,118.35
Onion,Luzon-Central,2023-11,111.53
Onion,Luzon-South,2023-11,130.07
Onion,Visayas,2023-11,140.22
Onion,Mindanao,2023-11,101.4
Onion,Luzon-North,2023-12,118.02
Onion,Luzon-Central,2023-12,111.57
Onion,Luzon-South,2023-12,127.71
Onion,Visayas,2023-12,122.1
Onion,Mindanao,2023-12,109.59
Onion,Luzon-North,2024-01,112.91
Onion,Luzon-Central,2024-01,118.32
Onion,Luzon-South,2024-01,125.68
Onion,Visayas,2024-01,127.6
Onion,Mindanao,2024-01,112.82
Onion,Luzon-North,2024-02,118.04
Onion,Luzon-Central,2024-02,105.81
Onion,Luzon-South,2024-02,129.22
Onion,Visayas,2024-02,130.93
Onion,Mindanao,2024-02,110.29
Onion,Luzon-North,2024-03,122.02
Onion,Luzon-Central,2024-03,118.44
